n_threads_with_corrective,timewindow_T_hours,high_di_thresh,usable_n,usable_mean_delta_mean_di,usable_median_delta_mean_di,usable_mean_delta_high_di_rate,usable_median_delta_high_di_rate,reg_n,reg_mean_delta_mean_di,reg_median_delta_mean_di,reg_mean_delta_high_di_rate,reg_median_delta_high_di_rate,nwin_enabled,nwin_N,nwin_usable_n,nwin_usable_mean_delta_mean_di,nwin_usable_median_delta_mean_di,nwin_usable_mean_delta_high_di_rate,nwin_usable_median_delta_high_di_rate,nwin_reg_n,nwin_reg_mean_delta_mean_di,nwin_reg_median_delta_mean_di,nwin_reg_mean_delta_high_di_rate,nwin_reg_median_delta_high_di_rate
199,12,3,123,0.04482669563243516,0.0,0.0010162601626016261,0.0,32,-0.1816321699134199,-0.225,0.0,0.0,1,5,123,0.055284552845528454,0.0,0.0,0.0,26,-0.25,-0.4,0.0,0.0
