E,H_hours,threads_n,agg_RD_E_esc_high,agg_Diff_E_maxDI,agg_Diff_E_meanDI,agg_RD_H_esc_high,agg_Diff_H_maxDI,agg_Diff_H_meanDI,threads_DIpos_n,agg_RD_E_esc_high_DIpos,agg_Diff_E_maxDI_DIpos,agg_Diff_E_meanDI_DIpos,agg_RD_H_esc_high_DIpos,agg_Diff_H_maxDI_DIpos,agg_Diff_H_meanDI_DIpos,out_threads,out_strata_E,out_strata_H
5,6,470,-0.006939697564059124,-0.05967185273373255,-0.04532231758475529,-0.0016940298712379079,0.0029340797296094102,-0.036317414600629906,141,0.00889105204564284,-0.025765923135400645,-0.059157747125466544,0.01720631861425387,0.06353974021102997,-0.027138063581956716,G:\My Drive\1. Studies\RPI\Thesis\1. Prof Ge Wang\3. Extra Papers\3. MoltBot\Paper\OpenClaw_Journal\results\step3_threads_E5_H6.csv,G:\My Drive\1. Studies\RPI\Thesis\1. Prof Ge Wang\3. Extra Papers\3. MoltBot\Paper\OpenClaw_Journal\results\step3_strata_earlyByCount_E5_H6.csv,G:\My Drive\1. Studies\RPI\Thesis\1. Prof Ge Wang\3. Extra Papers\3. MoltBot\Paper\OpenClaw_Journal\results\step3_strata_earlyByTime_E5_H6.csv
