post_id,t0_first_corrective_utc,window_hours,high_di_thresh,n_before,n_after,mean_di_before,mean_di_after,max_di_before,max_di_after,high_di_rate_before,high_di_rate_after,delta_mean_di,delta_high_di_rate,nwin_enabled,nwin_N,nwin_n_before,nwin_n_after,nwin_mean_di_before,nwin_mean_di_after,nwin_max_di_before,nwin_max_di_after,nwin_high_di_rate_before,nwin_high_di_rate_after,nwin_delta_mean_di,nwin_delta_high_di_rate
758bd3ae-247a-4701-9943-2470ab54f7c7,2026-01-31 08:07:25.515943+00:00,12,3,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37f18a94-c95b-4301-96ea-fb3b38aa6a5e,2026-01-31 08:08:43.156290+00:00,12,3,12,0,0.16666666666666666,,1.0,,0.0,,,,1,5,5,0,0.4,,1.0,,0.0,,,
e635047c-8866-4956-a3a3-155da1fc9081,2026-01-31 08:06:28.301081+00:00,12,3,0,4,,0.5,,1.0,,0.0,,,1,5,0,4,,0.5,,1.0,,0.0,,
bb7f9f6c-9359-4444-bc90-29e2870f7fec,2026-01-31 08:08:22.000165+00:00,12,3,8,2,0.25,0.0,1.0,0.0,0.0,0.0,-0.25,0.0,1,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f51fc985-e3e2-4aca-9f9e-7441ef5eb7f0,2026-01-31 08:10:06.006618+00:00,12,3,0,4,,0.0,,0.0,,0.0,,,1,5,0,4,,0.0,,0.0,,0.0,,
68cb2d73-40cb-4963-bc58-cfcb579c78cb,2026-01-31 08:10:58.289368+00:00,12,3,2,14,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.14285714285714285,0.0,1,5,2,5,0.0,0.4,0.0,1.0,0.0,0.0,0.4,0.0
f764f59f-5967-4a53-b018-84a9d5ec8e9f,2026-01-31 08:20:15.840187+00:00,12,3,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557fe792-9a1b-4b3c-a738-fedd67776e74,2026-01-31 08:21:01.166470+00:00,12,3,6,0,0.0,,0.0,,0.0,,,,1,5,5,0,0.0,,0.0,,0.0,,,
ceb683bf-d7ed-40f7-9f46-3e30eb921c5e,2026-01-31 08:27:09.795946+00:00,12,3,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903938e-b5ae-4d38-8550-fb1c57e92f4f,2026-01-31 08:27:01.124394+00:00,12,3,4,4,0.5,0.0,1.0,0.0,0.0,0.0,-0.5,0.0,1,5,4,4,0.5,0.0,1.0,0.0,0.0,0.0,-0.5,0.0
20d3e8d8-dab4-4644-b959-c50aa5086dda,2026-01-31 08:26:50.584570+00:00,12,3,0,10,,0.0,,0.0,,0.0,,,1,5,0,5,,0.0,,0.0,,0.0,,
4b8ef1ee-da9e-4e52-abe4-02234b52d653,2026-01-31 08:26:22.014649+00:00,12,3,0,2,,0.0,,0.0,,0.0,,,1,5,0,2,,0.0,,0.0,,0.0,,
f5049b4d-372c-4ad6-8f19-36a51e2b748d,2026-01-31 08:29:12.798072+00:00,12,3,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8bbcd76e-35a8-40dc-bd1c-064c9ec51b4d,2026-01-31 08:28:47.888782+00:00,12,3,2,4,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,1,5,2,4,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0
393722f4-3208-4711-9cfa-ba9d1c0f48c7,2026-01-31 08:30:20.979995+00:00,12,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
