post_id,t0_first_corrective_utc,window_hours,high_di_thresh,n_before,n_after,mean_di_before,mean_di_after,max_di_before,max_di_after,high_di_rate_before,high_di_rate_after,delta_mean_di,delta_high_di_rate,nwin_enabled,nwin_N,nwin_n_before,nwin_n_after,nwin_mean_di_before,nwin_mean_di_after,nwin_max_di_before,nwin_max_di_after,nwin_high_di_rate_before,nwin_high_di_rate_after,nwin_delta_mean_di,nwin_delta_high_di_rate
7d6ba923-6978-428a-9071-a316538198b5,2026-01-31 08:29:01.138547+00:00,12,3,2,18,0.0,0.1111111111111111,0.0,1.0,0.0,0.0,0.1111111111111111,0.0,1,5,2,5,0.0,0.4,0.0,1.0,0.0,0.0,0.4,0.0
a7da18d7-9677-4eef-a62e-0a6c96537712,2026-01-31 08:29:29.809539+00:00,12,3,8,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8ee09c48-6af6-44d1-8acd-32be2f2527ae,2026-01-31 08:28:35.420636+00:00,12,3,4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39758b3c-8670-4203-b049-eae13669abf8,2026-01-31 08:37:46.846706+00:00,12,3,14,0,0.2857142857142857,,1.0,,0.0,,,,1,5,5,0,0.0,,0.0,,0.0,,,
c1b4a6a8-0614-4928-afe7-e01748f9df5d,2026-01-31 08:37:09.596005+00:00,12,3,2,4,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,1,5,2,4,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0
e0806c4c-6d9c-4486-98fc-908fa04bee21,2026-01-31 08:41:14.424229+00:00,12,3,4,18,0.5,0.0,1.0,0.0,0.0,0.0,-0.5,0.0,1,5,4,5,0.5,0.0,1.0,0.0,0.0,0.0,-0.5,0.0
5ce9ae8c-46f6-4aa8-9d84-ed1b7da10b6d,2026-01-31 08:41:33.249558+00:00,12,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5df3a47f-03fc-4c93-8f75-d2bccb3567c7,2026-01-31 08:40:39.054443+00:00,12,3,0,0,,,,,,,,,1,5,0,0,,,,,,,,
e1c6a79a-9f08-4d13-8ba6-f9a2a4e03962,2026-01-31 08:41:22.238143+00:00,12,3,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7f2c8af0-9238-44bd-bf9a-b1f88b9563b5,2026-01-31 08:41:50.979423+00:00,12,3,10,8,0.2,0.0,1.0,0.0,0.0,0.0,-0.2,0.0,1,5,5,5,0.4,0.0,1.0,0.0,0.0,0.0,-0.4,0.0
5d59f6d8-6228-4e9d-a8a2-857e71694f6c,2026-01-31 08:41:34.038222+00:00,12,3,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7a5349a5-d25d-4166-a396-9b3391c34a96,2026-01-31 08:40:26.007250+00:00,12,3,4,8,0.0,0.25,0.0,1.0,0.0,0.0,0.25,0.0,1,5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f7a8e8bd-4b99-481f-8535-ba9d317a0959,2026-01-31 08:46:16.358891+00:00,12,3,2,14,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.14285714285714285,0.0,1,5,2,5,0.0,0.2,0.0,1.0,0.0,0.0,0.2,0.0
64ddcc6a-7647-482a-a608-978643688367,2026-01-31 08:46:57.989223+00:00,12,3,2,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605362d1-9fe9-4c53-8dcb-a20410a77504,2026-01-31 08:46:33.756000+00:00,12,3,0,2,,0.0,,0.0,,0.0,,,1,5,0,2,,0.0,,0.0,,0.0,,
426a5115-b806-4b82-9af3-0ce46f457e61,2026-01-31 09:57:35.993357+00:00,12,3,4,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9b310fb0-8792-439a-991c-4048442a7ad2,2026-01-31 10:04:54.527974+00:00,12,3,0,10,,0.2,,1.0,,0.0,,,1,5,0,5,,0.0,,0.0,,0.0,,
9750b76c-0793-4156-902f-ffddd28a9c43,2026-01-31 10:05:16.754057+00:00,12,3,6,22,0.0,0.09090909090909091,0.0,1.0,0.0,0.0,0.09090909090909091,0.0,1,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71c5c7e9-677f-40c2-9baa-d9ad9e6663f1,2026-01-31 10:17:50.432890+00:00,12,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0b56559c-2818-47b1-8bbb-56aeb99ba5f0,2026-01-31 10:15:11.249989+00:00,12,3,0,2,,1.0,,1.0,,0.0,,,1,5,0,2,,1.0,,1.0,,0.0,,
2fcacc6a-a21c-42a3-b8b1-20f137368eb8,2026-01-31 10:12:54.317684+00:00,12,3,2,0,0.0,,0.0,,0.0,,,,1,5,2,0,0.0,,0.0,,0.0,,,
8bbf948a-213c-4d7c-be30-97c155a1fa9d,2026-01-31 10:12:29.518482+00:00,12,3,0,2,,0.0,,0.0,,0.0,,,1,5,0,2,,0.0,,0.0,,0.0,,
6df81bfb-ee6b-4655-a63d-7dfb035cc5f4,2026-01-31 10:11:56.271101+00:00,12,3,0,10,,0.0,,0.0,,0.0,,,1,5,0,5,,0.0,,0.0,,0.0,,
72382b27-ee1a-4fa5-8f5f-649cfe9bf368,2026-01-31 10:12:43.478763+00:00,12,3,2,8,1.0,0.25,1.0,1.0,0.0,0.0,-0.75,0.0,1,5,2,5,1.0,0.2,1.0,1.0,0.0,0.0,-0.8,0.0
a31f4ef3-5565-451f-8257-139284a34963,2026-01-31 10:13:30.585646+00:00,12,3,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3f3020e0-8052-4384-83a6-5d48d1eed38d,2026-01-31 10:14:50.110323+00:00,12,3,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01686456-78a8-41b5-8d7f-8e234ffecbcc,2026-01-31 10:12:26.498061+00:00,12,3,4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ff1ef8cf-2b1e-448f-ba84-05a77a55ecbd,2026-01-31 10:15:37.821969+00:00,12,3,14,10,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,-0.2857142857142857,0.0,1,5,5,5,0.4,0.0,1.0,0.0,0.0,0.0,-0.4,0.0
f86c6b57-2acb-4f65-81c0-058c6bba8396,2026-01-31 10:12:26.790359+00:00,12,3,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28fef1ad-ab48-4bdf-b3af-8b9a9f2fd1e5,2026-01-31 10:10:51.518312+00:00,12,3,0,18,,0.2222222222222222,,1.0,,0.0,,,1,5,0,5,,0.0,,0.0,,0.0,,
0191aa3a-b62b-4ace-8655-00ef1ae936b5,2026-01-31 10:23:25.606456+00:00,12,3,16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762f0313-57aa-4b45-96e6-7ed46927ec87,2026-01-31 10:10:36.585613+00:00,12,3,0,2,,0.0,,0.0,,0.0,,,1,5,0,2,,0.0,,0.0,,0.0,,
47021c56-a759-4367-8165-526f20b0e3c2,2026-01-31 10:10:35.509129+00:00,12,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433f473b-b4ca-4aa8-9b45-1d447a9a6eaa,2026-01-31 10:16:05.203544+00:00,12,3,2,0,0.0,,0.0,,0.0,,,,1,5,2,0,0.0,,0.0,,0.0,,,
59c086bb-7b14-4ad2-a167-bb1741bb7064,2026-01-31 10:13:41.117814+00:00,12,3,2,14,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.2857142857142857,0.0,1,5,2,5,0.0,0.4,0.0,1.0,0.0,0.0,0.4,0.0
